timestamp,marginal_profit,pnl,trades,position,actual_pnl,starfruit_price,amethyst_price
394200,-25049,-113724,"(AMETHYSTS, US << MARKET, 9998, 1, 394200)
(AMETHYSTS, US << MARKET, 9998, 1, 394200)
(STARFRUIT, US << MARKET, 5053, 1, 394200)","{""AMETHYSTS"": 4, ""STARFRUIT"": 15}",2104,5056,9997
394300,25068,-88656,"(AMETHYSTS, MARKET << US, 10004, 1, 394300)
(AMETHYSTS, MARKET << US, 10004, 1, 394300)
(STARFRUIT, MARKET << US, 5060, 1, 394300)","{""AMETHYSTS"": 2, ""STARFRUIT"": 14}",2128,5056,10000
394600,25043,-63613,"(AMETHYSTS, MARKET << US, 9995, 1, 394600)
(AMETHYSTS, MARKET << US, 9995, 1, 394600)
(STARFRUIT, MARKET << US, 5053, 1, 394600)","{""AMETHYSTS"": 0, ""STARFRUIT"": 13}",2063,5052,10000
395300,-99980,-163593,"(AMETHYSTS, US << MARKET, 9998, 1, 395300)
(AMETHYSTS, US << MARKET, 9998, 1, 395300)
(AMETHYSTS, US << MARKET, 9998, 1, 395300)
(AMETHYSTS, US << MARKET, 9998, 1, 395300)
(AMETHYSTS, US << MARKET, 9998, 1, 395300)
(AMETHYSTS, US << MARKET, 9998, 1, 395300)
(AMETHYSTS, US << MARKET, 9998, 1, 395300)
(AMETHYSTS, US << MARKET, 9998, 1, 395300)
(AMETHYSTS, US << MARKET, 9998, 1, 395300)
(AMETHYSTS, US << MARKET, 9998, 1, 395300)","{""AMETHYSTS"": 10, ""STARFRUIT"": 13}",2069,5054,9996
395400,-20232,-183825,"(STARFRUIT, US << MARKET, 5058, 1, 395400)
(STARFRUIT, US << MARKET, 5058, 1, 395400)
(STARFRUIT, US << MARKET, 5058, 1, 395400)
(STARFRUIT, US << MARKET, 5058, 1, 395400)","{""AMETHYSTS"": 10, ""STARFRUIT"": 17}",2093,5054,10000
395600,-25049,-208874,"(AMETHYSTS, US << MARKET, 9998, 1, 395600)
(AMETHYSTS, US << MARKET, 9998, 1, 395600)
(STARFRUIT, US << MARKET, 5053, 1, 395600)","{""AMETHYSTS"": 12, ""STARFRUIT"": 18}",2146,5056,10001
395800,45531,-163343,"(STARFRUIT, MARKET << US, 5059, 1, 395800)
(STARFRUIT, MARKET << US, 5059, 1, 395800)
(STARFRUIT, MARKET << US, 5059, 1, 395800)
(STARFRUIT, MARKET << US, 5059, 1, 395800)
(STARFRUIT, MARKET << US, 5059, 1, 395800)
(STARFRUIT, MARKET << US, 5059, 1, 395800)
(STARFRUIT, MARKET << US, 5059, 1, 395800)
(STARFRUIT, MARKET << US, 5059, 1, 395800)
(STARFRUIT, MARKET << US, 5059, 1, 395800)","{""AMETHYSTS"": 12, ""STARFRUIT"": 9}",2152,5055,10000
396100,-39992,-203335,"(AMETHYSTS, US << MARKET, 9998, 1, 396100)
(AMETHYSTS, US << MARKET, 9998, 1, 396100)
(AMETHYSTS, US << MARKET, 9998, 1, 396100)
(AMETHYSTS, US << MARKET, 9998, 1, 396100)","{""AMETHYSTS"": 16, ""STARFRUIT"": 9}",2169,5056,10000
396200,155027,-48308,"(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(AMETHYSTS, MARKET << US, 10005, 1, 396200)
(STARFRUIT, US << MARKET, 5053, 1, 396200)","{""AMETHYSTS"": 0, ""STARFRUIT"": 10}",2252,5056,10000
396300,20004,-28304,"(AMETHYSTS, MARKET << US, 10002, 1, 396300)
(AMETHYSTS, MARKET << US, 10002, 1, 396300)","{""AMETHYSTS"": -2, ""STARFRUIT"": 10}",2240,5055,10003
397000,9886,-18418,"(AMETHYSTS, MARKET << US, 10004, 1, 397000)
(AMETHYSTS, MARKET << US, 10004, 1, 397000)
(STARFRUIT, US << MARKET, 5061, 1, 397000)
(STARFRUIT, US << MARKET, 5061, 1, 397000)","{""AMETHYSTS"": -4, ""STARFRUIT"": 12}",2278,5058,10000
397300,-10002,-28420,"(AMETHYSTS, US << MARKET, 10002, 1, 397300)","{""AMETHYSTS"": -3, ""STARFRUIT"": 12}",2255,5056,9999
397600,-29872,-58292,"(AMETHYSTS, US << MARKET, 9995, 1, 397600)
(AMETHYSTS, US << MARKET, 9995, 1, 397600)
(AMETHYSTS, US << MARKET, 9995, 1, 397600)
(AMETHYSTS, US << MARKET, 9995, 1, 397600)
(STARFRUIT, MARKET << US, 5054, 1, 397600)
(STARFRUIT, MARKET << US, 5054, 1, 397600)","{""AMETHYSTS"": 1, ""STARFRUIT"": 10}",2278,5057,10000
397700,45046,-13246,"(AMETHYSTS, MARKET << US, 9998, 1, 397700)
(AMETHYSTS, MARKET << US, 9998, 1, 397700)
(AMETHYSTS, MARKET << US, 9998, 1, 397700)
(AMETHYSTS, MARKET << US, 9998, 1, 397700)
(STARFRUIT, MARKET << US, 5054, 1, 397700)","{""AMETHYSTS"": -3, ""STARFRUIT"": 9}",2267,5056,9997
398000,150060,136814,"(AMETHYSTS, US << MARKET, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)
(AMETHYSTS, MARKET << US, 10004, 1, 398000)","{""AMETHYSTS"": -18, ""STARFRUIT"": 9}",2327,5057,10000
398400,-19996,116818,"(AMETHYSTS, US << MARKET, 9998, 1, 398400)
(AMETHYSTS, US << MARKET, 9998, 1, 398400)","{""AMETHYSTS"": -16, ""STARFRUIT"": 9}",2395,5057,9996
398700,5054,121872,"(STARFRUIT, MARKET << US, 5054, 1, 398700)","{""AMETHYSTS"": -16, ""STARFRUIT"": 8}",2344,5057,9999
399000,-5059,116813,"(STARFRUIT, US << MARKET, 5059, 1, 399000)","{""AMETHYSTS"": -16, ""STARFRUIT"": 9}",2301,5056,10001
399100,5054,121867,"(STARFRUIT, MARKET << US, 5054, 1, 399100)","{""AMETHYSTS"": -16, ""STARFRUIT"": 8}",2315,5056,10000
399900,-39984,81883,"(AMETHYSTS, US << MARKET, 9996, 1, 399900)
(AMETHYSTS, US << MARKET, 9996, 1, 399900)
(AMETHYSTS, US << MARKET, 9996, 1, 399900)
(AMETHYSTS, US << MARKET, 9996, 1, 399900)","{""AMETHYSTS"": -12, ""STARFRUIT"": 8}",2339,5057,10000
400000,5053,86936,"(STARFRUIT, MARKET << US, 5053, 1, 400000)","{""AMETHYSTS"": -12, ""STARFRUIT"": 7}",2311,5057,10002
400300,5053,91989,"(STARFRUIT, MARKET << US, 5053, 1, 400300)","{""AMETHYSTS"": -12, ""STARFRUIT"": 6}",2319,5055,10000
400700,5053,97042,"(STARFRUIT, MARKET << US, 5053, 1, 400700)","{""AMETHYSTS"": -12, ""STARFRUIT"": 5}",2329,5055,9999
400800,10116,107158,"(STARFRUIT, MARKET << US, 5058, 1, 400800)
(STARFRUIT, MARKET << US, 5058, 1, 400800)","{""AMETHYSTS"": -12, ""STARFRUIT"": 3}",2335,5059,10000
401100,40200,147358,"(AMETHYSTS, MARKET << US, 9996, 1, 401100)
(AMETHYSTS, MARKET << US, 9996, 1, 401100)
(STARFRUIT, MARKET << US, 5052, 1, 401100)
(STARFRUIT, MARKET << US, 5052, 1, 401100)
(STARFRUIT, MARKET << US, 5052, 1, 401100)
(STARFRUIT, MARKET << US, 5052, 1, 401100)","{""AMETHYSTS"": -14, ""STARFRUIT"": -1}",2303,5055,10000
401300,10106,157464,"(STARFRUIT, MARKET << US, 5053, 1, 401300)
(STARFRUIT, MARKET << US, 5053, 1, 401300)","{""AMETHYSTS"": -14, ""STARFRUIT"": -3}",2355,5055,9996
402400,-10002,147462,"(AMETHYSTS, US << MARKET, 10002, 1, 402400)","{""AMETHYSTS"": -13, ""STARFRUIT"": -3}",2304,5057,9999
402600,5060,152522,"(STARFRUIT, MARKET << US, 5060, 1, 402600)","{""AMETHYSTS"": -13, ""STARFRUIT"": -4}",2269,5060,10001
403400,-10002,142520,"(AMETHYSTS, US << MARKET, 10002, 1, 403400)","{""AMETHYSTS"": -12, ""STARFRUIT"": -4}",2336,5055,9997
403600,70014,212534,"(AMETHYSTS, MARKET << US, 10002, 1, 403600)
(AMETHYSTS, MARKET << US, 10002, 1, 403600)
(AMETHYSTS, MARKET << US, 10002, 1, 403600)
(AMETHYSTS, MARKET << US, 10002, 1, 403600)
(AMETHYSTS, MARKET << US, 10002, 1, 403600)
(AMETHYSTS, MARKET << US, 10002, 1, 403600)
(AMETHYSTS, MARKET << US, 10002, 1, 403600)","{""AMETHYSTS"": -19, ""STARFRUIT"": -4}",2237,5060,10003
404300,-10120,202414,"(STARFRUIT, US << MARKET, 5060, 1, 404300)
(STARFRUIT, US << MARKET, 5060, 1, 404300)","{""AMETHYSTS"": -19, ""STARFRUIT"": -2}",2294,5060,10000
404400,-10108,192306,"(STARFRUIT, US << MARKET, 5054, 1, 404400)
(STARFRUIT, US << MARKET, 5054, 1, 404400)","{""AMETHYSTS"": -19, ""STARFRUIT"": 0}",2306,5057,10000
404500,20127,212433,"(AMETHYSTS, MARKET << US, 10005, 1, 404500)
(STARFRUIT, MARKET << US, 5061, 1, 404500)
(STARFRUIT, MARKET << US, 5061, 1, 404500)","{""AMETHYSTS"": -20, ""STARFRUIT"": -2}",2319,5057,10000
404700,-70350,142083,"(AMETHYSTS, US << MARKET, 9996, 1, 404700)
(AMETHYSTS, US << MARKET, 9996, 1, 404700)
(AMETHYSTS, US << MARKET, 9996, 1, 404700)
(AMETHYSTS, US << MARKET, 9996, 1, 404700)
(STARFRUIT, US << MARKET, 5061, 1, 404700)
(STARFRUIT, US << MARKET, 5061, 1, 404700)
(STARFRUIT, US << MARKET, 5061, 1, 404700)
(STARFRUIT, US << MARKET, 5061, 1, 404700)
(STARFRUIT, US << MARKET, 5061, 1, 404700)
(STARFRUIT, US << MARKET, 5061, 1, 404700)","{""AMETHYSTS"": -16, ""STARFRUIT"": 4}",2359,5057,9997
404800,-199900,-57817,"(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)
(AMETHYSTS, US << MARKET, 9995, 1, 404800)","{""AMETHYSTS"": 4, ""STARFRUIT"": 4}",2407,5056,10000
405000,-20122,-77939,"(AMETHYSTS, US << MARKET, 10002, 1, 405000)
(STARFRUIT, US << MARKET, 5060, 1, 405000)
(STARFRUIT, US << MARKET, 5060, 1, 405000)","{""AMETHYSTS"": 5, ""STARFRUIT"": 6}",2398,5057,9999
405300,-9998,-87937,"(AMETHYSTS, US << MARKET, 9998, 1, 405300)
(AMETHYSTS, US << MARKET, 9998, 1, 405300)
(AMETHYSTS, MARKET << US, 9998, 1, 405300)","{""AMETHYSTS"": 6, ""STARFRUIT"": 6}",2405,5056,10001
405600,-90072,-178009,"(AMETHYSTS, US << MARKET, 9995, 1, 405600)
(AMETHYSTS, US << MARKET, 9995, 1, 405600)
(AMETHYSTS, US << MARKET, 9995, 1, 405600)
(AMETHYSTS, US << MARKET, 9995, 1, 405600)
(AMETHYSTS, US << MARKET, 9996, 1, 405600)
(AMETHYSTS, US << MARKET, 9996, 1, 405600)
(AMETHYSTS, US << MARKET, 9996, 1, 405600)
(AMETHYSTS, US << MARKET, 9996, 1, 405600)
(AMETHYSTS, US << MARKET, 9996, 1, 405600)
(AMETHYSTS, US << MARKET, 9996, 1, 405600)
(AMETHYSTS, US << MARKET, 9996, 1, 405600)
(AMETHYSTS, US << MARKET, 9996, 1, 405600)
(AMETHYSTS, US << MARKET, 9995, 1, 405600)
(AMETHYSTS, MARKET << US, 9996, 1, 405600)
(AMETHYSTS, MARKET << US, 9996, 1, 405600)
(AMETHYSTS, MARKET << US, 9995, 1, 405600)
(AMETHYSTS, MARKET << US, 9995, 1, 405600)
(AMETHYSTS, MARKET << US, 9995, 1, 405600)
(STARFRUIT, US << MARKET, 5053, 1, 405600)
(STARFRUIT, US << MARKET, 5053, 1, 405600)","{""AMETHYSTS"": 14, ""STARFRUIT"": 8}",2431,5055,10000
407600,-5049,-183058,"(AMETHYSTS, US << MARKET, 10004, 1, 407600)
(AMETHYSTS, US << MARKET, 10004, 1, 407600)
(AMETHYSTS, MARKET << US, 10004, 1, 407600)
(AMETHYSTS, MARKET << US, 10004, 1, 407600)
(STARFRUIT, US << MARKET, 5049, 1, 407600)","{""AMETHYSTS"": 14, ""STARFRUIT"": 9}",2428,5054,10000
407700,60012,-123046,"(AMETHYSTS, MARKET << US, 10002, 1, 407700)
(AMETHYSTS, MARKET << US, 10002, 1, 407700)
(AMETHYSTS, MARKET << US, 10002, 1, 407700)
(AMETHYSTS, MARKET << US, 10002, 1, 407700)
(AMETHYSTS, MARKET << US, 10002, 1, 407700)
(AMETHYSTS, MARKET << US, 10002, 1, 407700)","{""AMETHYSTS"": 8, ""STARFRUIT"": 9}",2437,5051,10003
408200,135211,12165,"(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(AMETHYSTS, MARKET << US, 9996, 1, 408200)
(STARFRUIT, MARKET << US, 5051, 1, 408200)
(STARFRUIT, MARKET << US, 5051, 1, 408200)
(STARFRUIT, MARKET << US, 5051, 1, 408200)
(STARFRUIT, MARKET << US, 5051, 1, 408200)
(STARFRUIT, MARKET << US, 5051, 1, 408200)","{""AMETHYSTS"": -3, ""STARFRUIT"": 4}",2367,5049,9998
408400,30106,42271,"(AMETHYSTS, MARKET << US, 9998, 1, 408400)
(AMETHYSTS, MARKET << US, 9998, 1, 408400)
(STARFRUIT, MARKET << US, 5055, 1, 408400)
(STARFRUIT, MARKET << US, 5055, 1, 408400)","{""AMETHYSTS"": -5, ""STARFRUIT"": 2}",2393,5051,9996
408600,-4950,37321,"(AMETHYSTS, US << MARKET, 10004, 1, 408600)
(STARFRUIT, MARKET << US, 5054, 1, 408600)","{""AMETHYSTS"": -4, ""STARFRUIT"": 1}",2368,5051,10001
409000,-10002,27319,"(AMETHYSTS, US << MARKET, 10002, 1, 409000)","{""AMETHYSTS"": -3, ""STARFRUIT"": 1}",2360,5050,10003
409100,10104,37423,"(STARFRUIT, MARKET << US, 5052, 1, 409100)
(STARFRUIT, MARKET << US, 5052, 1, 409100)","{""AMETHYSTS"": -3, ""STARFRUIT"": -1}",2364,5053,10002
409400,35150,72573,"(AMETHYSTS, MARKET << US, 10000, 1, 409400)
(AMETHYSTS, MARKET << US, 10000, 1, 409400)
(STARFRUIT, MARKET << US, 5050, 1, 409400)
(STARFRUIT, MARKET << US, 5050, 1, 409400)
(STARFRUIT, MARKET << US, 5050, 1, 409400)","{""AMETHYSTS"": -5, ""STARFRUIT"": -4}",2391,5048,9998
410000,5048,77621,"(STARFRUIT, MARKET << US, 5048, 1, 410000)","{""AMETHYSTS"": -5, ""STARFRUIT"": -5}",2356,5052,10001
410100,-24848,52773,"(AMETHYSTS, US << MARKET, 9998, 1, 410100)
(AMETHYSTS, US << MARKET, 9998, 1, 410100)
(AMETHYSTS, US << MARKET, 9998, 1, 410100)
(AMETHYSTS, US << MARKET, 9998, 1, 410100)
(STARFRUIT, MARKET << US, 5048, 1, 410100)
(STARFRUIT, MARKET << US, 5048, 1, 410100)
(STARFRUIT, MARKET << US, 5048, 1, 410100)","{""AMETHYSTS"": -1, ""STARFRUIT"": -8}",2364,5051,10001
410200,-19996,32777,"(AMETHYSTS, US << MARKET, 9998, 1, 410200)
(AMETHYSTS, US << MARKET, 9998, 1, 410200)","{""AMETHYSTS"": 1, ""STARFRUIT"": -8}",2373,5050,9996
410400,-10094,22683,"(STARFRUIT, US << MARKET, 5047, 1, 410400)
(STARFRUIT, US << MARKET, 5047, 1, 410400)","{""AMETHYSTS"": 1, ""STARFRUIT"": -6}",2384,5050,10001
410800,-184,22499,"(AMETHYSTS, MARKET << US, 10002, 1, 410800)
(AMETHYSTS, MARKET << US, 10002, 1, 410800)
(STARFRUIT, US << MARKET, 5047, 1, 410800)
(STARFRUIT, US << MARKET, 5047, 1, 410800)
(STARFRUIT, US << MARKET, 5047, 1, 410800)
(STARFRUIT, US << MARKET, 5047, 1, 410800)","{""AMETHYSTS"": -1, ""STARFRUIT"": -2}",2398,5049,10003
411200,10096,32595,"(STARFRUIT, MARKET << US, 5048, 1, 411200)
(STARFRUIT, MARKET << US, 5048, 1, 411200)","{""AMETHYSTS"": -1, ""STARFRUIT"": -4}",2391,5051,10000
411400,10096,42691,"(STARFRUIT, MARKET << US, 5048, 1, 411400)
(STARFRUIT, MARKET << US, 5048, 1, 411400)","{""AMETHYSTS"": -1, ""STARFRUIT"": -6}",2385,5051,10000
411500,-39992,2699,"(AMETHYSTS, US << MARKET, 9998, 1, 411500)
(AMETHYSTS, US << MARKET, 9998, 1, 411500)
(AMETHYSTS, US << MARKET, 9998, 1, 411500)
(AMETHYSTS, US << MARKET, 9998, 1, 411500)","{""AMETHYSTS"": 3, ""STARFRUIT"": -6}",2414,5048,10001
411700,-10108,-7409,"(STARFRUIT, US << MARKET, 5054, 1, 411700)
(STARFRUIT, US << MARKET, 5054, 1, 411700)","{""AMETHYSTS"": 3, ""STARFRUIT"": -4}",2381,5054,10002
411800,5053,-2356,"(STARFRUIT, MARKET << US, 5053, 1, 411800)","{""AMETHYSTS"": 3, ""STARFRUIT"": -5}",2382,5053,10001
411900,-10106,-12462,"(STARFRUIT, US << MARKET, 5053, 1, 411900)
(STARFRUIT, US << MARKET, 5053, 1, 411900)","{""AMETHYSTS"": 3, ""STARFRUIT"": -3}",2382,5052,10000
412600,10108,-2354,"(STARFRUIT, MARKET << US, 5054, 1, 412600)
(STARFRUIT, MARKET << US, 5054, 1, 412600)","{""AMETHYSTS"": 3, ""STARFRUIT"": -5}",2391,5051,10000
413100,-30276,-32630,"(STARFRUIT, US << MARKET, 5046, 1, 413100)
(STARFRUIT, US << MARKET, 5046, 1, 413100)
(STARFRUIT, US << MARKET, 5046, 1, 413100)
(STARFRUIT, US << MARKET, 5046, 1, 413100)
(STARFRUIT, US << MARKET, 5046, 1, 413100)
(STARFRUIT, US << MARKET, 5046, 1, 413100)
(STARFRUIT, US << MARKET, 5046, 1, 413100)
(STARFRUIT, MARKET << US, 5046, 1, 413100)","{""AMETHYSTS"": 3, ""STARFRUIT"": 1}",2421,5048,10001
413300,-10102,-42732,"(STARFRUIT, US << MARKET, 5051, 1, 413300)
(STARFRUIT, US << MARKET, 5051, 1, 413300)","{""AMETHYSTS"": 3, ""STARFRUIT"": 3}",2409,5047,10000
413500,-10002,-52734,"(AMETHYSTS, US << MARKET, 10002, 1, 413500)","{""AMETHYSTS"": 4, ""STARFRUIT"": 3}",2409,5049,9999
413800,-39984,-92718,"(AMETHYSTS, US << MARKET, 9996, 1, 413800)
(AMETHYSTS, US << MARKET, 9996, 1, 413800)
(AMETHYSTS, US << MARKET, 9996, 1, 413800)
(AMETHYSTS, US << MARKET, 9996, 1, 413800)","{""AMETHYSTS"": 8, ""STARFRUIT"": 3}",2411,5051,9997
414400,25060,-67658,"(AMETHYSTS, MARKET << US, 10004, 1, 414400)
(AMETHYSTS, MARKET << US, 10004, 1, 414400)
(STARFRUIT, MARKET << US, 5052, 1, 414400)","{""AMETHYSTS"": 6, ""STARFRUIT"": 2}",2438,5048,10000
414600,-74932,-142590,"(AMETHYSTS, US << MARKET, 9998, 1, 414600)
(AMETHYSTS, US << MARKET, 9998, 1, 414600)
(AMETHYSTS, US << MARKET, 9998, 1, 414600)
(AMETHYSTS, US << MARKET, 9998, 1, 414600)
(AMETHYSTS, US << MARKET, 9998, 1, 414600)
(AMETHYSTS, US << MARKET, 9998, 1, 414600)
(AMETHYSTS, US << MARKET, 9998, 1, 414600)
(AMETHYSTS, US << MARKET, 9998, 1, 414600)
(STARFRUIT, MARKET << US, 5052, 1, 414600)","{""AMETHYSTS"": 14, ""STARFRUIT"": 1}",2416,5048,9997
415000,-30006,-172596,"(AMETHYSTS, US << MARKET, 10002, 1, 415000)
(AMETHYSTS, US << MARKET, 10002, 1, 415000)
(AMETHYSTS, US << MARKET, 10002, 1, 415000)","{""AMETHYSTS"": 17, ""STARFRUIT"": 1}",2502,5047,10003
415200,5049,-167547,"(STARFRUIT, MARKET << US, 5049, 1, 415200)","{""AMETHYSTS"": 17, ""STARFRUIT"": 0}",2453,5046,10000
415300,9998,-157549,"(AMETHYSTS, MARKET << US, 9998, 1, 415300)","{""AMETHYSTS"": 16, ""STARFRUIT"": 0}",2403,5048,9997
415600,19830,-137719,"(AMETHYSTS, MARKET << US, 10005, 1, 415600)
(AMETHYSTS, MARKET << US, 10005, 1, 415600)
(AMETHYSTS, MARKET << US, 10005, 1, 415600)
(AMETHYSTS, MARKET << US, 10005, 1, 415600)
(STARFRUIT, US << MARKET, 5044, 1, 415600)
(STARFRUIT, US << MARKET, 5044, 1, 415600)
(STARFRUIT, US << MARKET, 5051, 1, 415600)
(STARFRUIT, US << MARKET, 5051, 1, 415600)","{""AMETHYSTS"": 12, ""STARFRUIT"": 4}",2469,5047,10000
415800,-49980,-187699,"(AMETHYSTS, US << MARKET, 9996, 1, 415800)
(AMETHYSTS, US << MARKET, 9996, 1, 415800)
(AMETHYSTS, US << MARKET, 9996, 1, 415800)
(AMETHYSTS, US << MARKET, 9996, 1, 415800)
(AMETHYSTS, US << MARKET, 9996, 1, 415800)
(AMETHYSTS, US << MARKET, 9996, 1, 415800)
(AMETHYSTS, US << MARKET, 9996, 1, 415800)
(AMETHYSTS, MARKET << US, 9996, 1, 415800)
(AMETHYSTS, MARKET << US, 9996, 1, 415800)","{""AMETHYSTS"": 17, ""STARFRUIT"": 4}",2476,5048,9999
416100,5050,-182649,"(STARFRUIT, MARKET << US, 5050, 1, 416100)","{""AMETHYSTS"": 17, ""STARFRUIT"": 3}",2467,5050,9998
416200,-19996,-202645,"(AMETHYSTS, US << MARKET, 9998, 1, 416200)
(AMETHYSTS, US << MARKET, 9998, 1, 416200)","{""AMETHYSTS"": 19, ""STARFRUIT"": 3}",2439,5047,9997
416600,9996,-192649,"(AMETHYSTS, US << MARKET, 9996, 1, 416600)
(AMETHYSTS, MARKET << US, 9996, 1, 416600)
(AMETHYSTS, MARKET << US, 9996, 1, 416600)","{""AMETHYSTS"": 18, ""STARFRUIT"": 3}",2480,5049,9999
416800,-10106,-202755,"(AMETHYSTS, US << MARKET, 9996, 1, 416800)
(AMETHYSTS, US << MARKET, 9996, 1, 416800)
(AMETHYSTS, MARKET << US, 9996, 1, 416800)
(AMETHYSTS, MARKET << US, 9996, 1, 416800)
(STARFRUIT, US << MARKET, 5053, 1, 416800)
(STARFRUIT, US << MARKET, 5053, 1, 416800)","{""AMETHYSTS"": 18, ""STARFRUIT"": 5}",2495,5050,10000
417000,19996,-182759,"(AMETHYSTS, MARKET << US, 9998, 1, 417000)
(AMETHYSTS, MARKET << US, 9998, 1, 417000)","{""AMETHYSTS"": 16, ""STARFRUIT"": 5}",2432,5051,9996
417100,25230,-157529,"(STARFRUIT, MARKET << US, 5046, 1, 417100)
(STARFRUIT, MARKET << US, 5046, 1, 417100)
(STARFRUIT, MARKET << US, 5046, 1, 417100)
(STARFRUIT, MARKET << US, 5046, 1, 417100)
(STARFRUIT, MARKET << US, 5046, 1, 417100)","{""AMETHYSTS"": 16, ""STARFRUIT"": 0}",2487,5049,10001
417300,20004,-137525,"(AMETHYSTS, MARKET << US, 10002, 1, 417300)
(AMETHYSTS, MARKET << US, 10002, 1, 417300)","{""AMETHYSTS"": 14, ""STARFRUIT"": 0}",2517,5048,10003
417500,5045,-132480,"(STARFRUIT, MARKET << US, 5045, 1, 417500)","{""AMETHYSTS"": 14, ""STARFRUIT"": -1}",2514,5048,10003
417600,5047,-127433,"(STARFRUIT, US << MARKET, 5047, 1, 417600)
(STARFRUIT, US << MARKET, 5047, 1, 417600)
(STARFRUIT, MARKET << US, 5047, 1, 417600)
(STARFRUIT, MARKET << US, 5047, 1, 417600)
(STARFRUIT, MARKET << US, 5047, 1, 417600)","{""AMETHYSTS"": 14, ""STARFRUIT"": -2}",2475,5046,10000
418000,10090,-117343,"(STARFRUIT, MARKET << US, 5045, 1, 418000)
(STARFRUIT, MARKET << US, 5045, 1, 418000)","{""AMETHYSTS"": 14, ""STARFRUIT"": -4}",2465,5048,10000
418200,-60168,-177511,"(AMETHYSTS, US << MARKET, 9996, 1, 418200)
(AMETHYSTS, US << MARKET, 9996, 1, 418200)
(AMETHYSTS, US << MARKET, 9996, 1, 418200)
(AMETHYSTS, US << MARKET, 9996, 1, 418200)
(STARFRUIT, US << MARKET, 5046, 1, 418200)
(STARFRUIT, US << MARKET, 5046, 1, 418200)
(STARFRUIT, US << MARKET, 5046, 1, 418200)
(STARFRUIT, US << MARKET, 5046, 1, 418200)","{""AMETHYSTS"": 18, ""STARFRUIT"": 0}",2489,5048,10000
